222|Đại lý bảo hiểm là tổ chức, cá nhân được doanh nghiệp bảo hiểm ủy quyền trên cơ sở hợp đồng đại lý bảo hiểm để thực hiện hoạt động đại lý bảo hiểm theo quy định của Luật kinh doanh bảo hiểm và các quy định khác của pháp luật có liên quan.
223|Dạ thưa, BIDV MetLife là liên doanh giữa Công ty TNHH MetLife (thuộc Tập đoàn MetLife) và Ngân hàng Đầu tư & Phát triển Việt Nam (BIDV). BIDV MetLife mang đến cho khách hàng những giải pháp tài chính, bảo hiểm và phúc lợi toàn diện, tiên tiến nhất thông qua mạng lưới hơn 800 điểm giao dịch của ngân hàng BIDV trên toàn quốc. BIDV MetLife kết hợp giữa kinh nghiệm chuyên môn, sức mạnh tài chính toàn cầu của MetLife với sự hiểu biết sâu sắc thị trường nội địa của BIDV để trở thành đơn vị cung cấp các giải pháp bảo hiểm, tài chính hiện đại và đáng tin cậy tại Việt Nam.
500|😟 Xin quý khách thông cảm nếu chúng tôi làm phật ý quý khách ạ. Xin làm ơn gọi cho tổng đài ở số sau 04 6282 0606 để có được hỗ trợ trực tiếp. Cảm ơn quý khách ạ.
1|Nếu bạn nhận thấy hợp đồng bảo hiểm không phù hợp với bạn, bạn có thể hủy hợp đồng trong khoảng thời gian có thể thay đổi ý kiến, và chúng tôi sẽ bồi hoàn toàn bộ phí cho bạn. Tuy nhiên, nếu bạn hủy hợp đồng sau thời hạn này, bạn chỉ có thể được hoàn phí nếu bạn đã trả trước phí bảo hiểm, ví dụ như trước nửa năm hoặc một năm. Để biết thêm thông tin chi tiết, hãy liên hệ với chúng tôi qua tổng đài 024 6282 0606.
2|Bạn có thể đăng ký thay đổi hình thức và mức độ quyền lợi bảo hiểm của bạn bất kỳ lúc nào, miễn là hợp đồng của bạn còn hiệu lực. Nếu bạn muốn gia tăng quyền lợi của mình, chúng tôi có thể sẽ yêu cầu bạn cung cấp thêm thông tin như tình trạng sức khỏe và tài chính. Chúng tôi sẽ chỉ yêu cầu những thông tin cần thiết để xem xét về việc thay đổi quyền lợi của bạn. Để biết thêm thông tin chi tiết, hãy liên hệ với chúng tôi qua tổng đài 024 6282 0606.
3|Bạn có thể. Nguồn nhân lực là lực lượng có ảnh hướng lớn đến hoạt động kinh doanh, vì thế hợp đồng bảo hiểm cho cán bộ chủ chốt có thể giúp bạn bảo vệ doanh nghiệp trước mọi rủi ro liên quan đến yếu tố con người. Nếu một đối tác hay giám đốc của bạn tử vong hoặc bị thương tật toàn bộ vĩnh viễn, doanh nghiệp của bạn sẽ được chi trả một khoản tiền để có thể đối mặt với giai đoạn khó khăn. Để biết thêm thông tin chi tiết, hãy liên hệ với chúng tôi qua tổng đài 024 6282 0606.
4|Chúng tôi sẽ luôn đồng hành cùng bạn khi bạn khỏe mạnh cũng như khi bạn có vấn đề về sức khỏe. Chúng tôi đảm bảo rằng, một khi hợp đồng bảo hiểm đã có hiêu lực, chúng tôi sẽ tiếp tục cung cấp các quyền lợi đã thỏa thuận trong hợp đồng, ngay cả khi tình trạng sức khỏe cả bạn thay đổi, với điều kiện bạn đóng phí bảo hiểm đúng hạn. Nhưng nếu như bạn đăng ký một gói bảo hiểm mới, hay gia tăng quyền lợi bảo hiểm, bạn cần cho chúng tôi biết về sự thay đổi trong tình trạng sức khỏe cũng như tình hình tài chính của bạn. Chúng tôi sẽ ghi nhận những thông tin đó để thẩm định hồ sơ của bạn. Để biết thêm thông tin chi tiết, hãy liên hệ với chúng tôi qua tổng đài 024 6282 0606.
5|Vợ/chồng của bạn có thể. Người thụ hưởng của một hợp đồng là bạn và vợ/chồng của bạn sẽ giúp bạn tiết kiệm chi phí hơn là mua hai hợp đồng bảo hiểm riêng biệt. Tuy nhiên, hãy lưu ý rằng có thể sẽ có một số hạn chế, phụ thuộc vào điều khoản hợp đồng của bạn. Để biết thêm thông tin chi tiết, hãy liên hệ với chúng tôi qua tổng đài 024 6282 0606.
6|Thời gian giải quyết quyền lợi bảo hiểm là thời gian chúng tôi sẽ luôn đồng hành bên bạn, vì vậy chúng tôi luôn cố gắng làm mọi thủ tục trở nên dễ dàng. Nếu bạn cần giải quyết quyền lợi bảo hiểm, bạn hãy báo cho chúng tôi biết về sự kiện bảo hiểm càng sớm càng tốt. Sau đó, bạn sẽ được yêu cầu điền vào mẫu đơn giải quyết quyền lợi bảo hiểm và gửi thêm thông tin cần thiết để chúng tôi hỗ trợ bạn giải quyết. Hãy truy cập vào mục Thủ tục giải quyết quyền lợi bảo hiểm, hoặc liên hệ với chúng tôi qua tổng 024 6282 0606 để biết thêm thông tin chi tiết.
7|Chúng tôi hiểu rằng nhiều khoản thanh toán có thể bị chậm trễ. Nhưng nếu chúng tôi chưa nhận được phí bảo hiểm của bạn sau một khoảng thời gian nhất định (thường là 30 ngày) kể từ ngày yêu cầu đóng phí, quyền lợi bảo hiểm của bạn có thể sẽ bị mất hiệu lực. Nếu vì một lý do chính đáng mà bạn chậm trả phí, chúng tôi sẽ xem xét phục hồi quyền lợi bảo hiểm của bạn ngay khi phí bảo hiểm được đóng. Trong trường hợp đó, bạn sẽ cần hoàn thành mẫu đơn khôi phục hợp đồng bảo hiểm. Vì chúng tôi luôn mong muốn khách hàng tiếp tục nhận sự an tâm từ bảo hiểm nhân thọ, nên nếu bạn có khó khăn trong việc trả phí bảo hiểm đúng hạn, hãy liên hệ với chúng tôi qua tổng đài 024 6282 0606. Chúng tôi sẽ cùng làm việc với bạn để tìm ra giải pháp hoặc phương pháp trả phí phù hợp với nhu cầu của bạn.
8|Tùy thuộc vào nhiều yếu tố, phí bảo hiểm của bạn có thể tăng. Một số hợp đồng bảo hiểm sẽ tăng phí khi bạn lớn tuổi hơn, hoặc để giảm tác động của lạm phát (tương đồng với chỉ số giá tiêu dùng CPI). Một số sản phẩm có thể đưa ra lựa chọn giảm hoặc không tăng phí. Để biết thêm thông tin chi tiết, hãy liên hệ với chúng tôi qua tổng đài 024 6282 0606.
9|Các giấy tờ hợp đồng bảo hiểm là một tài liệu quan trọng mà chúng tôi khuyên bạn nên giữ cẩn thận. Nhưng nếu bạn không may làm thất lạc giấy tờ, chúng tôi có thể xem xét cấp lại hợp đồng cho bạn. Để biết thêm thông tin chi tiết, hãy liên hệ với chúng tôi qua tổng đài 024 6282 0606.
10|Các mẫu đơn thông dụng https://www.bidvmetlife.com.vn/vn/for-customers/common-forms/
11|Các mẫu đơn thông dụng https://www.bidvmetlife.com.vn/vn/for-customers/common-forms/
12|Các mẫu đơn thông dụng https://www.bidvmetlife.com.vn/vn/for-customers/common-forms/
13|Dạ thưa, để biết rõ hơn mức phí bảo hiểm phù hợp với khách hàng, xin làm ơn gọi cho tổng đài ở số sau 04 6282 0606 ạ.
14|Dạ thưa, thương tật toàn bộ vĩnh viễn là trường hợp gười được bảo hiểm bị mất, liệt hoàn toàn và không thể phục hồi được chức năng của: (i)	Hai tay; hoặc (ii)	Hai chân; hoặc (iii) Một tay và một chân; hoặc (iv)	Hai mắt; hoặc (v) Một tay và một mắt; hoặc (vi)	Một chân và một mắt. Trong trường hợp này, nếu mất hoàn toàn và không thể phục hồi được chức năng của (i) tay được tính từ cổ tay trở lên, (ii) chân được tính từ mắt cá chân trở lên, (iv) mắt được hiểu là mất hẳn mắt hoặc mù hoàn toàn. Việc chứng nhận Người được bảo hiểm bị mất hoàn toàn bộ phận cơ thể (tay, chân hoặc mắt) có thể được thực hiện ngay sau khi sự kiện bảo hiểm xảy ra. Việc chứng nhận bị liệt hoàn toàn và không thể phục hồi chức năng của các bộ phận cơ thể phải được thực hiện bởi Cơ quan y tế có thẩm quyền / Hội đồng y khoa cấp tỉnh trở lên và không sớm hơn 180 ngày kể từ ngày xảy ra sự kiện bảo hiểm hoặc từ ngày bệnh lý được chuẩn đoán xác định. Hoặc người được bảo hiểm bị thương tật từ 81% theo xác nhận của cơ quan y tế/ Hội đồng giám định Y khoa cấp tỉnh trở lên. Tuy hơi dài, nhưng mong quý khách hiểu cho.
15|Dạ thưa, Thương tật một phần vĩnh viễn là tình trạng Người được bảo hiểm bị đứt rời, mất hoặc liệt hoàn toàn và không thể phục hồi được chức năng của bộ phận cơ thể được quy định tại Phụ lục 1 - Danh mục thương tật một phần vĩnh viễn do tai nạn và tỷ lệ chi trả tại Điều khoản sản phẩm bổ trợ này. Trừ trường hợp đứt rời bộ phận cơ thể, tình trạng thương tật vĩnh viễn nêu trên phải: -	Được cơ quan/tổ chức có thẩm quyền xác nhận về tình trạng thương tật; và -	Kéo dài ít nhất 180 ngày liên tục tính từ ngày bị thương tật vĩnh viễn. Trong đó: -	Đứt rời, mất hoặc liệt hoàn toàn và không thể phục hồi được chức năng của mắt, của tay và của chân được hiểu như định nghĩa tại Khoản 1.12; -	Mất hoàn toàn và không thể phục hồi được chức năng nói là kết quả của chấn thương gây ra tổn thương thực thể ở dây thanh âm, loại trừ tất cả các trường hợp mất chức năng nói có nguyên nhân liên quan đến tâm thần và bẩm sinh; -	Mất hoàn toàn và không thể phục hồi được chức năng nghe được hiểu là mất khả năng nghe ở tần số ít nhất là 80 đề - xi - ben (có hoặc không có dụng cụ hỗ trợ), dựa trên các xét nghiệm kiểm tra thính lực và ngưỡng cảm nhận âm thanh.
16|Dạ vâng, tai nạn được hiểu là một sự kiện hoặc một chuỗi sự kiện liên tục, khách quan, xảy ra do tác động của một lực, một vật bất ngờ từ bên ngoài, không chủ động và ngoài ý muốn lên cơ thể của Người được bảo hiểm. Sự kiện hoặc chuỗi sự kiện nêu trên phải là nguyên nhân trực tiếp, duy nhất và không liên quan đến bất kỳ nguyên nhân nào khác gây ra thương tật hoặc tử vong cho Người được bảo hiểm trong vòng 180 ngày kể từ ngày xảy ra sự kiện hoặc chuỗi sự kiện đó hoặc Người được bảo hiểm phải Nằm viện trong vòng 90 ngày kể từ ngày xảy ra sự kiện hoặc chuỗi sự kiện đó ạ.
17|Dạ thưa, tai nạn giao thông công cộng là tai nạn xảy ra đối với Người được bảo hiểm khi đang là hành khách có mua vé hoặc trả phí trên các Phương tiện giao thông công cộng của các đơn vị vận tải hành khách được cấp phép hoạt động theo quy định của pháp luật. Phương tiện giao thông công cộng gồm: xe buýt, ô tô chở khách tuyến cố định, tàu bay chở khách, tàu hỏa chở khách (gồm cả phương tiện đường sắt đô thị), tàu thủy chở khách tuyến cố định, phà chở khách tuyến cố định.
18|Xin cảm ơn quý khách ạ 🙏
